season,division,date,home,away,home_goals,away_goals,game_nr,team1_home
2019,3,2018-07-01,Tunisia,Cameroon,56,53,407,1
2019,3,2018-07-01,Lebanon,Syria,87,50,408,1
2019,3,2018-07-01,Hungary,Lithuania,50,73,409,1
2019,3,2018-07-01,Slovenia,Montenegro,74,87,410,1
2019,3,2018-07-01,Central African Republic,Ivory Coast,69,60,411,1
2019,3,2018-07-01,Jordan,India,114,70,412,1
2019,3,2018-07-01,Netherlands,Italy,81,66,413,1
2019,3,2018-07-01,Angola,D.R. Congo,56,66,414,1
2019,3,2018-07-01,Turkey,Sweden,77,52,415,1
2019,3,2018-07-01,Ukraine,Latvia,71,93,416,1
2019,3,2018-07-01,New Zealand,China,67,57,417,1
2019,3,2018-07-02,Colombia,Brazil,71,98,418,1
2019,3,2018-07-02,Belgium,Bosnia & Herzegovina,79,77,419,1
2019,3,2018-07-02,Great Britain,Israel,59,67,420,1
2019,3,2018-07-02,Serbia,Germany,81,88,421,1
2019,3,2018-07-02,Czech Republic,Bulgaria,81,75,422,1
2019,3,2018-07-02,Estonia,Greece,56,78,423,1
2019,3,2018-07-02,Russia,France,78,84,424,1
2019,3,2018-07-02,Finland,Iceland,91,77,425,1
2019,3,2018-07-02,Qatar,Iraq,84,79,426,1
2019,3,2018-07-02,Georgia,Austria,98,73,427,1
2019,3,2018-07-02,Iran,Kazakhstan,88,56,428,1
2019,3,2018-07-02,Philippines,Australia,53,89,429,1
2019,3,2018-07-03,Chile,Venezuela,51,70,430,1
2019,3,2018-07-03,Dominican Republic,Bahamas,82,83,431,1
2018,2,2018-08-14,Finland,Croatia,70,77,432,1
2018,2,2018-08-15,Croatia,Tunisia,73,46,433,1
2018,2,2018-08-31,Finland,Latvia,80,73,434,1
2018,2,2018-09-05,Croatia,Slovenia,86,87,435,1
2018,2,2018-09-05,Finland,Lithuania,103,75,436,1
2018,2,2018-09-06,Russia,Israel,71,93,437,1
2018,2,2018-09-06,Estonia,Belgium,60,98,438,1
2018,2,2018-09-07,France,Montenegro,83,66,439,1
2018,2,2018-09-07,Portugal,Austria,74,79,440,1
2018,2,2018-09-07,Estonia,Belgium,55,68,441,1
2018,2,2018-09-07,Latvia,Finland,84,86,442,1
2018,2,2018-09-07,Israel,Poland,76,84,443,1
2018,2,2018-09-08,Slovenia,Croatia,75,83,444,1
2018,2,2018-09-08,Montenegro,Greece,76,87,445,1
2018,2,2018-09-08,Russia,Poland,88,68,446,1
2018,2,2018-09-09,France,Greece,84,68,447,1
2018,2,2018-09-09,Lithuania,Latvia,80,97,448,1
2019,3,2018-09-13,Canada,Brazil,85,77,449,1
2019,3,2018-09-13,Lebanon,China,92,88,450,1
2019,3,2018-09-13,Greece,Serbia,70,63,451,1
2019,3,2018-09-13,Israel,Georgia,80,85,452,1
2019,3,2018-09-13,Czech Republic,Russia,80,78,453,1
2019,3,2018-09-13,Estonia,Germany,43,86,454,1
2019,3,2018-09-13,Finland,Bosnia & Herzegovina,85,81,455,1
2019,3,2018-09-13,Jordan,South Korea,75,86,456,1
2019,3,2018-09-13,Qatar,Australia,43,95,457,1
2019,3,2018-09-13,Bulgaria,France,74,68,458,1
2019,3,2018-09-13,Kazakhstan,Japan,70,85,459,1
2019,3,2018-09-13,Syria,New Zealand,66,107,460,1
2019,3,2018-09-13,Iran,Philippines,81,73,461,1
2019,3,2018-09-14,Puerto Rico,Panama,82,73,462,1
2019,3,2018-09-14,Ivory Coast,Nigeria,73,84,463,1
2019,3,2018-09-14,Croatia,Lithuania,83,84,464,1
2019,3,2018-09-14,Italy,Poland,101,82,465,1
2019,3,2018-09-14,Netherlands,Hungary,59,74,466,1
2019,3,2018-09-14,Turkey,Montenegro,79,69,467,1
2019,3,2018-09-14,Latvia,Slovenia,85,74,468,1
2019,3,2018-09-14,Ukraine,Spain,76,65,469,1
2019,3,2018-09-14,Angola,Cameroon,83,76,470,1
2019,3,2018-09-14,Dominican Republic,Chile,71,46,471,1
2019,3,2018-09-15,Nigeria,Central African Republic,114,69,472,1
2019,3,2018-09-15,Tunisia,Egypt,69,47,473,1
2019,3,2018-09-15,USA,Uruguay,114,57,474,1
2019,3,2018-09-15,Mexico,Argentina,74,78,475,1
2019,3,2018-09-16,Venezuela,Dominican Republic,79,78,476,1
2019,3,2018-09-16,Cameroon,Egypt,58,62,477,1
2019,3,2018-09-16,Nigeria,Senegal,89,61,478,1
2019,3,2018-09-16,Serbia,Estonia,91,65,479,1
2019,3,2018-09-16,Bosnia & Herzegovina,Czech Republic,80,85,480,1
2019,3,2018-09-16,Tunisia,Angola,84,64,481,1
2019,3,2018-09-16,Germany,Israel,112,98,482,1
2019,3,2018-09-16,France,Finland,83,67,483,1
2019,3,2018-09-16,Georgia,Greece,85,86,484,1
2019,3,2018-09-16,Russia,Bulgaria,77,73,485,1
2019,3,2018-09-17,Chile,Canada,61,84,486,1
2019,3,2018-09-17,Uruguay,Mexico,63,60,487,1
2019,3,2018-09-17,Poland,Croatia,79,74,488,1
2019,3,2018-09-17,Montenegro,Ukraine,90,84,489,1
2019,3,2018-09-17,Slovenia,Turkey,77,86,490,1
2019,3,2018-09-17,Spain,Latvia,85,82,491,1
2019,3,2018-09-17,Lithuania,Netherlands,95,93,492,1
2019,3,2018-09-17,Hungary,Italy,63,69,493,1
2019,3,2018-09-17,China,Jordan,88,79,494,1
2019,3,2018-09-17,Philippines,Qatar,92,81,495,1
2019,3,2018-09-17,South Korea,Syria,103,66,496,1
2019,3,2018-09-17,Australia,Kazakhstan,94,41,497,1
2019,3,2018-09-17,Japan,Iran,70,56,498,1
2019,3,2018-09-17,New Zealand,Lebanon,63,60,499,1
2019,3,2018-09-18,Panama,USA,48,78,500,1
2019,3,2018-09-18,Argentina,Puerto Rico,106,84,501,1
2022,1,2018-11-23,Cyprus,Portugal,69,67,502,1
2022,1,2018-11-23,Slovakia,North Macedonia,66,74,503,1
2022,1,2018-11-26,North Macedonia,Switzerland,83,68,504,1
2019,3,2018-11-29,Uruguay,Puerto Rico,64,62,505,1
2019,3,2018-11-29,Italy,Lithuania,70,65,506,1
2019,3,2018-11-29,Netherlands,Poland,78,105,507,1
2019,3,2018-11-29,Latvia,Montenegro,75,84,508,1
2019,3,2018-11-29,Croatia,Hungary,74,69,509,1
2019,3,2018-11-29,Ukraine,Slovenia,82,54,510,1
2019,3,2018-11-29,Turkey,Spain,71,67,511,1
2019,3,2018-11-29,China,Syria,101,52,512,1
2019,3,2018-11-29,South Korea,Lebanon,84,71,513,1
2019,3,2018-11-29,New Zealand,Jordan,95,69,514,1
2019,3,2018-11-30,Venezuela,Canada,84,76,515,1
2019,3,2018-11-30,Brazil,Dominican Republic,100,82,516,1
2019,3,2018-11-30,Cameroon,Angola,73,77,517,1
2019,3,2018-11-30,Bulgaria,Bosnia & Herzegovina,89,82,518,1
2019,3,2018-11-30,Czech Republic,France,65,79,519,1
2019,3,2018-11-30,Estonia,Georgia,73,80,520,1
2019,3,2018-11-30,Finland,Russia,75,77,521,1
2019,3,2018-11-30,Greece,Germany,92,84,522,1
2019,3,2018-11-30,Israel,Serbia,83,74,523,1
2019,3,2018-11-30,Philippines,Kazakhstan,88,92,524,1
2019,3,2018-11-30,Japan,Qatar,85,47,525,1
2019,3,2018-11-30,Australia,Iran,76,47,526,1
2019,3,2018-11-30,Panama,Mexico,76,65,527,1
2019,3,2018-11-30,Argentina,USA,80,63,528,1
2019,3,2018-12-01,Egypt,Tunisia,73,64,529,1
2019,3,2018-12-02,Uruguay,USA,70,78,530,1
2019,3,2018-12-02,Panama,Puerto Rico,70,71,531,1
2019,3,2018-12-02,Poland,Italy,94,78,532,1
2019,3,2018-12-02,Angola,Tunisia,69,63,533,1
2019,3,2018-12-02,Montenegro,Turkey,71,66,534,1
2019,3,2018-12-02,Lithuania,Croatia,79,62,535,1
2019,3,2018-12-02,Spain,Ukraine,72,68,536,1
2019,3,2018-12-02,Slovenia,Latvia,77,82,537,1
2019,3,2018-12-02,Hungary,Netherlands,91,86,538,1
2019,3,2018-12-02,Egypt,Cameroon,60,80,539,1
2019,3,2018-12-02,China,Lebanon,72,52,540,1
2019,3,2018-12-02,South Korea,Jordan,88,67,541,1
2019,3,2018-12-02,New Zealand,Syria,97,74,542,1
2019,3,2018-12-03,Chile,Dominican Republic,65,74,543,1
2019,3,2018-12-03,Brazil,Canada,67,94,544,1
2019,3,2018-12-03,Serbia,Greece,84,61,545,1
2019,3,2018-12-03,Germany,Estonia,87,70,546,1
2019,3,2018-12-03,Bosnia & Herzegovina,Finland,77,81,547,1
2019,3,2018-12-03,France,Bulgaria,77,53,548,1
2019,3,2018-12-03,Russia,Czech Republic,81,61,549,1
2019,3,2018-12-03,Georgia,Israel,71,69,550,1
2019,3,2018-12-03,Philippines,Iran,70,78,551,1
2019,3,2018-12-03,Japan,Kazakhstan,86,70,552,1
2019,3,2018-12-03,Australia,Qatar,110,59,553,1
2019,3,2018-12-03,Argentina,Mexico,85,71,554,1
2019,3,2019-02-21,Canada,Chile,85,46,555,1
2019,3,2019-02-21,Greece,Georgia,81,69,556,1
2019,3,2019-02-21,Israel,Germany,81,77,557,1
2019,3,2019-02-21,Czech Republic,Bosnia & Herzegovina,69,64,558,1
2019,3,2019-02-21,Estonia,Serbia,71,70,559,1
2019,3,2019-02-21,Finland,France,76,69,560,1
2019,3,2019-02-21,Qatar,Philippines,46,84,561,1
2019,3,2019-02-21,Bulgaria,Russia,60,104,562,1
2019,3,2019-02-21,Iran,Japan,89,97,563,1
2019,3,2019-02-21,Kazakhstan,Australia,60,81,564,1
2022,1,2019-02-22,Switzerland,Slovakia,83,80,565,1
2019,3,2019-02-22,Nigeria,Ivory Coast,46,72,566,1
2019,3,2019-02-22,Lebanon,New Zealand,67,69,567,1
2019,3,2019-02-22,Italy,Hungary,75,41,568,1
2019,3,2019-02-22,Netherlands,Lithuania,69,78,569,1
2019,3,2019-02-22,Jordan,China,86,62,570,1
2019,3,2019-02-22,Latvia,Spain,62,67,571,1
2019,3,2019-02-22,Croatia,Poland,69,77,572,1
2019,3,2019-02-22,Ukraine,Montenegro,74,76,573,1
2019,3,2019-02-22,Turkey,Slovenia,77,58,574,1
2019,3,2019-02-22,Syria,South Korea,74,87,575,1
2019,3,2019-02-22,Dominican Republic,Venezuela,72,67,576,1
2019,3,2019-02-23,Central African Republic,Nigeria,59,72,577,1
2019,3,2019-02-23,Mexico,Uruguay,88,77,578,1
2019,3,2019-02-23,Puerto Rico,Argentina,87,86,579,1
2019,3,2019-02-23,USA,Panama,111,80,580,1
2019,3,2019-02-24,Canada,Venezuela,95,55,581,1
2019,3,2019-02-24,Bosnia & Herzegovina,Bulgaria,87,67,582,1
2019,3,2019-02-24,Germany,Greece,63,69,583,1
2019,3,2019-02-24,France,Czech Republic,82,66,584,1
2019,3,2019-02-24,Senegal,Nigeria,84,63,585,1
2019,3,2019-02-24,Georgia,Estonia,77,84,586,1
2019,3,2019-02-24,Serbia,Israel,97,76,587,1
2019,3,2019-02-24,Iran,Australia,85,74,588,1
2019,3,2019-02-24,Jordan,New Zealand,86,80,589,1
2019,3,2019-02-24,Kazakhstan,Philippines,75,93,590,1
2019,3,2019-02-24,Lebanon,South Korea,72,84,591,1
2019,3,2019-02-24,Qatar,Japan,48,96,592,1
2019,3,2019-02-24,Russia,Finland,91,76,593,1
2019,3,2019-02-24,Syria,China,59,90,594,1
2022,1,2019-02-25,North Macedonia,Slovakia,87,74,595,1
2022,1,2019-02-25,Portugal,Cyprus,76,64,596,1
2019,3,2019-02-25,Poland,Netherlands,85,76,597,1
2019,3,2019-02-25,Spain,Turkey,74,58,598,1
2019,3,2019-02-25,Montenegro,Latvia,74,80,599,1
2019,3,2019-02-25,Slovenia,Ukraine,85,84,600,1
2019,3,2019-02-25,Hungary,Croatia,84,65,601,1
2019,3,2019-02-25,Lithuania,Italy,86,73,602,1
2019,3,2019-02-26,Mexico,Panama,78,61,603,1
2019,3,2019-02-26,Dominican Republic,Brazil,63,71,604,1
2019,3,2019-02-26,Puerto Rico,Uruguay,65,61,605,1
2019,3,2019-02-26,USA,Argentina,84,83,606,1
2022,1,2019-06-28,Switzerland,North Macedonia,85,79,607,1
2019,2,2019-06-28,Finland,Canada,93,81,608,1
2022,1,2019-07-01,Slovakia,Switzerland,88,83,609,1
2019,2,2019-07-08,Jordan,Egypt,69,81,610,1
2019,2,2019-07-22,Tunisia,Latvia,50,45,611,1
2019,2,2019-07-23,Latvia,Croatia,50,75,612,1
2019,2,2019-07-23,China,Tunisia,74,50,613,1
2019,2,2019-07-24,Cyprus,Switzerland,46,52,614,1
2019,2,2019-07-24,China,Croatia,59,72,615,1
2019,2,2019-07-24,Tunisia,Latvia,74,71,616,1
2019,2,2019-07-25,Cyprus,Switzerland,65,62,617,1
2019,2,2019-07-26,Argentina,Uruguay,92,64,618,1
2019,2,2019-07-26,Portugal,Denmark,56,70,619,1
2019,2,2019-07-26,Iran,Slovakia,79,74,620,1
2019,2,2019-07-27,Portugal,Slovakia,71,76,621,1
2019,2,2019-07-27,Denmark,Iran,94,99,622,1
2019,2,2019-07-28,Portugal,Iran,70,74,623,1
2019,2,2019-07-28,Slovakia,Denmark,74,70,624,1
2019,2,2019-07-28,Argentina,Puerto Rico,76,67,625,1
2019,2,2019-07-31,Italy,Ivory Coast,69,58,626,1
2019,2,2019-08-02,Spain,Lithuania,78,70,627,1
2019,2,2019-08-03,Jordan,Iran,70,82,628,1
2019,2,2019-08-04,Lithuania,Finland,80,60,629,1
2019,2,2019-08-04,Iran,Russia,91,84,630,1
2019,2,2019-08-05,France,Turkey,69,74,631,1
2019,2,2019-08-06,Tunisia,Turkey,54,64,632,1
2019,2,2019-08-07,Canada,Nigeria,96,87,633,1
2019,2,2019-08-07,Serbia,Finland,95,75,634,1
2019,2,2019-08-07,France,Tunisia,94,56,635,1
2019,2,2019-08-08,Italy,Senegal,111,54,636,1
2019,2,2019-08-08,Greece,Iran,82,69,637,1
2019,2,2019-08-08,Russia,Venezuela,69,54,638,1
2019,2,2019-08-09,Spain,Ivory Coast,79,62,639,1
2019,2,2019-08-09,Italy,Russia,70,72,640,1
2019,2,2019-08-09,Greece,Hungary,83,59,641,1
2019,2,2019-08-09,Poland,Jordan,92,51,642,1
2019,2,2019-08-09,Philippines,D.R. Congo,71,82,643,1
2019,2,2019-08-09,Senegal,Venezuela,75,69,644,1
2019,2,2019-08-09,Czech Republic,Tunisia,80,66,645,1
2019,2,2019-08-09,Brazil,Uruguay,100,53,646,1
2019,2,2019-08-10,Serbia,Lithuania,72,68,647,1
2019,2,2019-08-10,Italy,Venezuela,72,54,648,1
2019,2,2019-08-10,Tunisia,Jordan,80,68,649,1
2019,2,2019-08-10,Russia,Senegal,73,56,650,1
2019,2,2019-08-10,Czech Republic,Poland,81,76,651,1
2019,2,2019-08-10,Canada,Nigeria,81,90,652,1
2019,2,2019-08-11,Greece,Iran,88,58,653,1
2019,2,2019-08-11,Germany,Sweden,78,46,654,1
2019,2,2019-08-11,Poland,Tunisia,64,75,655,1
2019,2,2019-08-11,Czech Republic,Jordan,98,67,656,1
2019,2,2019-08-11,Puerto Rico,Angola,66,64,657,1
2019,2,2019-08-11,China,Croatia,89,73,658,1
2019,2,2019-08-12,Lithuania,Serbia,91,95,659,1
2019,2,2019-08-12,Turkey,Senegal,94,59,660,1
2019,2,2019-08-12,China,Puerto Rico,78,72,661,1
2019,2,2019-08-12,Angola,Croatia,93,73,662,1
2019,2,2019-08-12,Japan,New Zealand,99,89,663,1
2019,2,2019-08-13,Turkey,Jordan,106,72,664,1
2019,2,2019-08-14,Jordan,Senegal,71,63,665,1
2019,2,2019-08-14,Japan,New Zealand,87,104,666,1
2019,2,2019-08-15,France,Montenegro,80,72,667,1
2019,2,2019-08-15,Argentina,Brazil,82,89,668,1
2019,2,2019-08-16,France,Brazil,86,72,669,1
2019,2,2019-08-16,Finland,Lithuania,46,87,670,1
2019,2,2019-08-16,Montenegro,Argentina,77,85,671,1
2019,2,2019-08-16,Australia,Canada,70,90,672,1
2019,2,2019-08-17,France,Argentina,77,58,673,1
2019,2,2019-08-17,Brazil,Montenegro,80,69,674,1
2019,2,2019-08-17,Lithuania,Russia,88,72,675,1
2019,2,2019-08-17,Australia,Canada,81,73,676,1
2019,2,2019-08-17,USA,Spain,90,81,677,1
2019,2,2019-08-18,Finland,Russia,67,81,678,1
2019,2,2019-08-20,Canada,New Zealand,122,88,679,1
2019,2,2019-08-21,Poland,Netherlands,77,71,680,1
2019,2,2019-08-21,Canada,New Zealand,103,100,681,1
2019,2,2019-08-22,Spain,Dominican Republic,102,70,682,1
2019,2,2019-08-22,Japan,Argentina,93,108,683,1
2019,2,2019-08-22,USA,Australia,102,86,684,1
2019,2,2019-08-23,China,Brazil,84,90,685,1
2019,2,2019-08-23,Senegal,Venezuela,74,81,686,1
2019,2,2019-08-23,Serbia,Italy,71,65,687,1
2019,2,2019-08-23,Turkey,Puerto Rico,72,64,688,1
2019,2,2019-08-23,Germany,Tunisia,89,70,689,1
2019,2,2019-08-24,Poland,Nigeria,84,87,690,1
2019,2,2019-08-24,Greece,Jordan,92,65,691,1
2019,2,2019-08-24,New Zealand,France,81,95,692,1
2019,2,2019-08-24,Angola,Czech Republic,65,84,693,1
2019,2,2019-08-24,Japan,Germany,86,83,694,1
2019,2,2019-08-24,South Korea,Lithuania,57,86,695,1
2019,2,2019-08-24,USA,Australia,94,98,696,1
2019,2,2019-08-25,China,Brazil,70,73,697,1
2019,2,2019-08-25,China,Dominican Republic,72,87,698,1
2019,2,2019-08-25,Senegal,Puerto Rico,90,61,699,1
2019,2,2019-08-25,Serbia,New Zealand,88,78,700,1
2019,2,2019-08-25,Lithuania,Angola,91,56,701,1
2019,2,2019-08-25,Iran,Poland,83,88,702,1
2019,2,2019-08-25,South Korea,Czech Republic,89,97,703,1
2019,2,2019-08-26,Greece,Dominican Republic,87,75,704,1
2019,2,2019-08-26,Italy,New Zealand,82,88,705,1
2019,2,2019-08-26,Russia,Argentina,64,85,706,1
2019,2,2019-08-26,USA,Canada,84,68,707,1
2019,2,2019-08-27,France,Serbia,56,61,708,1
2019,2,2019-08-27,Poland,Montenegro,65,70,709,1
2019,2,2019-08-27,Spain,Argentina,84,76,710,1
2019,2,2019-08-27,Venezuela,Greece,51,74,711,1
2019,2,2019-08-27,Czech Republic,Lithuania,79,82,712,1
2019,2,2019-08-27,Senegal,Jordan,69,64,713,1
2019,2,2019-08-27,South Korea,Angola,91,76,714,1
2019,2,2019-08-28,Australia,Germany,64,74,715,1
2019,2,2019-08-28,Spain,Russia,55,74,716,1
2019,3,2019-08-31,Argentina,South Korea,95,69,717,0
2019,3,2019-08-31,Spain,Tunisia,101,62,718,0
2019,3,2019-08-31,Ivory Coast,China,55,70,719,0
2019,3,2019-08-31,Philippines,Italy,62,108,720,0
2019,3,2019-08-31,Iran,Puerto Rico,81,83,721,0
2019,3,2019-08-31,Russia,Nigeria,82,77,722,0
2019,3,2019-08-31,Poland,Venezuela,80,69,723,0
2019,3,2019-08-31,Angola,Serbia,59,105,724,0
2019,3,2019-09-01,Czech Republic,USA,67,88,725,0
2019,3,2019-09-01,France,Germany,78,74,726,0
2019,3,2019-09-01,Greece,Montenegro,85,60,727,0
2019,3,2019-09-01,Senegal,Lithuania,47,101,728,0
2019,3,2019-09-01,Dominican Republic,Jordan,80,76,729,0
2019,3,2019-09-01,Turkey,Japan,86,67,730,0
2019,3,2019-09-01,New Zealand,Brazil,94,102,731,0
2019,3,2019-09-01,Canada,Australia,92,108,732,0
2019,3,2019-09-02,Puerto Rico,Spain,63,73,733,0
2019,3,2019-09-02,South Korea,Russia,73,87,734,0
2019,3,2019-09-02,China,Poland,76,79,735,0
2019,3,2019-09-02,Serbia,Philippines,126,67,736,0
2019,3,2019-09-02,Nigeria,Argentina,81,94,737,0
2019,3,2019-09-02,Tunisia,Iran,79,67,738,0
2019,3,2019-09-02,Venezuela,Ivory Coast,87,71,739,0
2019,3,2019-09-02,Italy,Angola,92,61,740,0
2019,3,2019-09-03,Jordan,France,64,103,741,0
2019,3,2019-09-03,USA,Turkey,93,92,742,0
2019,3,2019-09-03,Brazil,Greece,79,78,743,0
2019,3,2019-09-03,Lithuania,Canada,92,69,744,0
2019,3,2019-09-03,Germany,Dominican Republic,68,70,745,0
2019,3,2019-09-03,Japan,Czech Republic,76,89,746,0
2019,3,2019-09-03,Montenegro,New Zealand,83,93,747,0
2019,3,2019-09-03,Australia,Senegal,81,68,748,0
2019,3,2019-09-04,Russia,Argentina,61,69,749,0
2019,3,2019-09-04,Spain,Iran,73,65,750,0
2019,3,2019-09-04,Venezuela,China,72,59,751,0
2019,3,2019-09-04,Italy,Serbia,77,92,752,0
2019,3,2019-09-04,Puerto Rico,Tunisia,67,64,753,0
2019,3,2019-09-04,South Korea,Nigeria,66,108,754,0
2019,3,2019-09-04,Ivory Coast,Poland,63,80,755,0
2019,3,2019-09-04,Angola,Philippines,84,81,756,0
2019,3,2019-09-05,Dominican Republic,France,56,90,757,0
2019,3,2019-09-05,USA,Japan,98,45,758,0
2019,3,2019-09-05,Greece,New Zealand,103,97,759,0
2019,3,2019-09-05,Lithuania,Australia,82,87,760,0
2019,3,2019-09-05,Germany,Jordan,96,62,761,0
2019,3,2019-09-05,Turkey,Czech Republic,76,91,762,0
2019,3,2019-09-05,Brazil,Montenegro,84,73,763,0
2019,3,2019-09-05,Canada,Senegal,82,60,764,0
2019,3,2019-09-06,Spain,Italy,67,60,765,0
2019,3,2019-09-06,Argentina,Venezuela,87,67,766,0
2019,3,2019-09-06,China,South Korea,77,73,767,0
2019,3,2019-09-06,Tunisia,Philippines,86,67,768,0
2019,3,2019-09-06,Serbia,Puerto Rico,90,47,769,0
2019,3,2019-09-06,Poland,Russia,79,74,770,0
2019,3,2019-09-06,Angola,Iran,62,71,771,0
2019,3,2019-09-06,Nigeria,Ivory Coast,83,66,772,0
2019,3,2019-09-07,USA,Greece,69,53,773,0
2019,3,2019-09-07,France,Lithuania,78,75,774,0
2019,3,2019-09-07,Germany,Senegal,89,78,775,0
2019,3,2019-09-07,Turkey,Montenegro,79,74,776,0
2019,3,2019-09-07,Brazil,Czech Republic,71,93,777,0
2019,3,2019-09-07,Australia,Dominican Republic,82,76,778,0
2019,3,2019-09-07,Canada,Jordan,126,71,779,0
2019,3,2019-09-07,New Zealand,Japan,111,81,780,0
2019,3,2019-09-08,Spain,Serbia,81,69,781,0
2019,3,2019-09-08,Poland,Argentina,65,91,782,0
2019,3,2019-09-08,China,Nigeria,73,86,783,0
2019,3,2019-09-08,Iran,Philippines,95,75,784,0
2019,3,2019-09-08,Puerto Rico,Italy,89,94,785,0
2019,3,2019-09-08,Venezuela,Russia,60,69,786,0
2019,3,2019-09-08,Ivory Coast,South Korea,71,80,787,0
2019,3,2019-09-08,Tunisia,Angola,86,84,788,0
2019,3,2019-09-09,USA,Brazil,89,73,789,0
2019,3,2019-09-09,France,Australia,98,100,790,0
2019,3,2019-09-09,Germany,Canada,82,76,791,0
2019,3,2019-09-09,Turkey,New Zealand,101,102,792,0
2019,3,2019-09-09,Czech Republic,Greece,77,84,793,0
2019,3,2019-09-09,Dominican Republic,Lithuania,55,74,794,0
2019,3,2019-09-09,Jordan,Senegal,79,77,795,0
2019,3,2019-09-09,Japan,Montenegro,65,80,796,0
2019,3,2019-09-10,Spain,Poland,90,78,797,0
2019,3,2019-09-10,Argentina,Serbia,97,87,798,0
2019,3,2019-09-11,Australia,Czech Republic,82,70,799,0
2019,3,2019-09-11,USA,France,79,89,800,0
2019,3,2019-09-12,Poland,Czech Republic,84,94,801,0
2019,3,2019-09-12,Serbia,USA,94,89,802,0
2022,1,2019-09-13,Belgium,Portugal,66,65,803,1
2022,1,2019-09-13,Austria,Cyprus,72,69,804,1
2019,3,2019-09-13,Argentina,France,80,66,805,0
2019,3,2019-09-13,Spain,Australia,95,88,806,0
2019,3,2019-09-14,Serbia,Czech Republic,90,81,807,0
2019,3,2019-09-14,USA,Poland,87,74,808,0
2019,3,2019-09-15,Argentina,Spain,75,95,809,0
2019,3,2019-09-15,France,Australia,67,59,810,0
2022,1,2019-09-16,Portugal,Iceland,80,77,811,1
2022,1,2019-09-16,Denmark,Sweden,76,72,812,1
2022,1,2019-11-29,Iceland,Belgium,66,79,813,1
