season,division,date,home,away,home_goals,away_goals,game_nr,team1_home
2022,1,2019-11-29,Great Britain,Austria,82,96,814,1
2022,1,2019-12-02,Portugal,Belgium,60,70,815,1
2022,1,2019-12-02,Cyprus,Austria,71,81,816,1
2022,1,2019-12-03,Cyprus,Great Britain,61,75,817,1
2020,2,2020-02-10,Jordan,Syria,75,67,818,1
2020,2,2020-02-10,Lebanon,Bahrain,73,64,819,1
2022,1,2020-02-21,Iceland,Portugal,91,67,820,1
2022,1,2020-02-21,Great Britain,Cyprus,84,47,821,1
2022,1,2020-02-21,Sweden,Denmark,79,74,822,1
2023,3,2020-02-23,Iceland,Slovakia,83,74,823,1
2022,1,2020-02-24,Austria,Great Britain,75,78,824,1
2022,1,2020-02-24,Belgium,Iceland,90,62,825,1
2020,2,2020-07-24,Estonia,Lithuania,92,85,826,1
2020,2,2020-07-25,Lithuania,Latvia,82,59,827,1
2020,2,2020-07-26,Estonia,Latvia,84,67,828,1
2020,2,2020-07-29,Finland,Estonia,97,76,829,1
2020,2,2020-07-30,Finland,Estonia,75,67,830,1
2022,1,2020-08-03,Switzerland,Portugal,77,72,831,1
2022,1,2020-08-03,Slovakia,Cyprus,67,60,832,1
2022,1,2020-08-07,Portugal,Iceland,80,79,833,1
2022,1,2020-08-10,Iceland,Switzerland,83,82,834,1
2022,1,2020-08-14,Portugal,Switzerland,84,68,835,1
2022,1,2020-08-14,Cyprus,Slovakia,79,83,836,1
2022,1,2020-08-17,Iceland,Portugal,96,68,837,1
2022,1,2020-08-21,Switzerland,Iceland,109,85,838,1
2023,3,2020-11-26,Portugal,Cyprus,74,56,839,1
2023,3,2021-02-18,Slovakia,Iceland,79,94,840,1
2022,1,2021-02-20,Italy,Russia,83,64,841,1
2022,1,2021-02-20,North Macedonia,Estonia,72,81,842,1
2022,1,2021-02-20,Austria,Ukraine,73,88,843,1
2022,1,2021-02-20,Poland,Israel,71,75,844,1
2022,1,2021-02-20,Finland,Serbia,58,80,845,1
2022,1,2021-02-20,Hungary,Slovenia,77,75,846,1
2022,1,2021-02-20,Georgia,Switzerland,96,88,847,1
2023,3,2021-02-20,Cyprus,Portugal,52,84,848,1
2022,1,2021-02-21,Belgium,Lithuania,86,65,849,1
2022,1,2021-02-21,Czech Republic,Denmark,75,71,850,1
2022,1,2021-02-21,Germany,France,83,69,851,1
2022,1,2021-02-21,Montenegro,Great Britain,81,74,852,1
2022,1,2021-02-21,Latvia,Bosnia & Herzegovina,61,62,853,1
2022,1,2021-02-21,Croatia,Sweden,72,56,854,1
2022,1,2021-02-21,Greece,Bulgaria,73,63,855,1
2022,1,2021-02-21,Turkey,Netherlands,65,72,856,1
2022,1,2021-02-23,Switzerland,Finland,64,69,857,1
2022,1,2021-02-23,Estonia,Italy,81,87,858,1
2022,1,2021-02-23,Spain,Poland,69,80,859,1
2022,1,2021-02-23,Serbia,Georgia,90,94,860,1
2022,1,2021-02-23,Slovenia,Austria,85,78,861,1
2022,1,2021-02-23,Ukraine,Hungary,60,62,862,1
2022,1,2021-02-23,Russia,North Macedonia,77,67,863,1
2022,1,2021-02-24,Great Britain,Germany,81,73,864,1
2022,1,2021-02-24,Bosnia & Herzegovina,Greece,65,70,865,1
2022,1,2021-02-24,Sweden,Turkey,87,80,866,1
2022,1,2021-02-24,Netherlands,Croatia,59,69,867,1
2022,1,2021-02-24,France,Montenegro,85,66,868,1
2022,1,2021-02-24,Lithuania,Czech Republic,97,89,869,1
2022,1,2021-02-24,Denmark,Belgium,72,88,870,1
2022,1,2021-02-24,Bulgaria,Latvia,110,104,871,1
2021,2,2021-06-12,Russia,Tunisia,69,42,872,1
2021,2,2021-06-12,Poland,Mexico,80,75,873,1
2021,2,2021-06-12,Czech Republic,Finland,78,65,874,1
2021,2,2021-06-13,Poland,Russia,63,78,875,1
2021,2,2021-06-13,Mexico,Tunisia,74,61,876,1
2021,2,2021-06-13,Czech Republic,Finland,93,85,877,1
2021,2,2021-06-16,Poland,Tunisia,89,66,878,1
2021,2,2021-06-16,Croatia,Slovenia,80,94,879,1
2021,2,2021-06-18,Poland,Latvia,75,73,880,1
2021,2,2021-06-18,Slovenia,Croatia,97,88,881,1
2021,2,2021-06-18,Greece,Mexico,101,98,882,1
2021,2,2021-06-18,Turkey,Russia,80,62,883,1
2021,2,2021-06-18,Lithuania,Dominican Republic,95,62,884,1
2021,2,2021-06-18,Serbia,Puerto Rico,80,68,885,1
2021,2,2021-06-19,Greece,Puerto Rico,77,69,886,1
2021,2,2021-06-19,Turkey,Russia,64,77,887,1
2021,2,2021-06-19,Mexico,Serbia,67,104,888,1
2021,2,2021-06-20,Greece,Serbia,64,75,889,1
2021,2,2021-06-20,Puerto Rico,Mexico,75,72,890,1
2021,2,2021-06-22,Poland,Brazil,65,68,891,1
2021,2,2021-06-22,Lithuania,Russia,78,61,892,1
2021,2,2021-06-23,Croatia,Puerto Rico,74,59,893,1
2021,2,2021-06-23,Poland,Brazil,79,85,894,1
2021,2,2021-06-23,Serbia,Mexico,81,77,895,1
2021,2,2021-06-23,Russia,Dominican Republic,73,83,896,1
2021,2,2021-06-23,Japan,Iran,85,57,897,1
2021,2,2021-06-24,Lithuania,Dominican Republic,95,69,898,1
2021,2,2021-06-24,Croatia,Puerto Rico,72,66,899,1
2021,2,2021-06-25,Japan,Iran,67,72,900,1
2021,2,2021-06-27,Japan,Iran,76,50,901,1
2021,2,2021-07-03,Spain,Iran,88,61,902,1
2021,2,2021-07-05,Spain,Iran,96,53,903,1
2021,2,2021-07-08,Spain,France,86,77,904,1
2021,2,2021-07-10,France,Spain,79,87,905,1
2021,2,2021-07-11,Argentina,Australia,84,87,906,1
2021,2,2021-07-11,USA,Nigeria,87,90,907,1
2021,2,2021-07-12,Argentina,Nigeria,71,94,908,1
2021,2,2021-07-13,USA,Argentina,108,80,909,1
2021,2,2021-07-13,USA,Australia,83,91,910,1
2021,2,2021-07-14,Australia,Nigeria,108,69,911,1
2021,2,2021-07-18,Japan,France,81,75,912,1
2021,2,2021-07-19,USA,Spain,83,76,913,1
2021,2,2021-07-22,Slovakia,Angola,59,86,914,1
2021,2,2021-07-23,Portugal,Angola,92,84,915,1
2021,2,2021-07-24,Portugal,Angola,76,83,916,1
2021,2,2021-07-26,Jordan,Saudi Arabia,91,81,917,1
2021,2,2021-07-26,Philippines,Egypt,60,73,918,1
2021,2,2021-07-27,Jordan,Tunisia,90,77,919,1
2021,2,2021-07-27,Saudi Arabia,Philippines,62,77,920,1
2021,2,2021-07-28,Jordan,Egypt,67,79,921,1
2021,2,2021-07-28,Saudi Arabia,Tunisia,59,72,922,1
2021,2,2021-07-29,Estonia,Iceland,93,72,923,1
2021,2,2021-07-29,Tunisia,Philippines,73,74,924,1
2021,2,2021-07-29,Egypt,Saudi Arabia,88,78,925,1
2021,2,2021-08-01,Egypt,Jordan,71,93,926,1
2021,2,2021-08-01,Latvia,Slovakia,91,84,927,1
2021,2,2021-08-01,Tunisia,Philippines,80,68,928,1
2021,2,2021-08-02,North Macedonia,Montenegro,59,81,929,1
2021,2,2021-08-03,Finland,Denmark,68,72,930,1
2021,2,2021-08-04,Angola,Switzerland,75,90,931,1
2021,2,2021-08-04,North Macedonia,Montenegro,65,58,932,1
2021,2,2021-08-04,Finland,Denmark,79,59,933,1
2021,2,2021-08-05,Portugal,Switzerland,76,62,934,1
2023,3,2021-08-12,Montenegro,Iceland,83,69,935,1
2023,3,2021-08-12,North Macedonia,Switzerland,62,67,936,1
2023,3,2021-08-12,Sweden,Portugal,77,79,937,1
2023,3,2021-08-13,Iceland,Denmark,91,70,938,1
2023,3,2021-08-13,Switzerland,Slovakia,56,64,939,1
2023,3,2021-08-14,Denmark,Montenegro,68,79,940,1
2023,3,2021-08-14,Slovakia,North Macedonia,47,69,941,1
2023,3,2021-08-16,Iceland,Montenegro,80,82,942,1
2023,3,2021-08-16,Portugal,Sweden,60,79,943,1
2023,3,2021-08-16,Switzerland,North Macedonia,61,67,944,1
2023,3,2021-08-17,Denmark,Iceland,73,89,945,1
2023,3,2021-08-17,Slovakia,Switzerland,60,65,946,1
2023,3,2021-08-18,Montenegro,Denmark,79,67,947,1
2023,3,2021-08-18,North Macedonia,Slovakia,72,88,948,1
2023,3,2021-11-25,Croatia,Slovenia,74,76,949,1
2023,3,2021-11-25,Serbia,Latvia,101,100,950,1
2023,3,2021-11-25,Sweden,Finland,72,62,951,1
2023,3,2021-11-25,Great Britain,Greece,78,69,952,1
2023,3,2021-11-25,Germany,Estonia,66,69,953,1
2023,3,2021-11-25,Israel,Poland,69,61,954,1
2023,3,2021-11-25,Slovakia,Belgium,57,83,955,1
2023,3,2021-11-26,Brazil,Chile,77,53,956,1
2023,3,2021-11-26,France,Montenegro,73,67,957,1
2023,3,2021-11-26,Lebanon,Indonesia,96,38,958,1
2023,3,2021-11-26,Bosnia & Herzegovina,Czech Republic,97,90,959,1
2023,3,2021-11-26,Netherlands,Iceland,77,79,960,1
2023,3,2021-11-26,North Macedonia,Spain,65,94,961,1
2023,3,2021-11-26,Uruguay,Colombia,83,75,962,1
2023,3,2021-11-26,Portugal,Hungary,75,81,963,1
2023,3,2021-11-26,Lithuania,Bulgaria,89,69,964,1
2023,3,2021-11-26,Jordan,Saudi Arabia,68,61,965,1
2023,3,2021-11-26,Ivory Coast,Angola,57,56,966,1
2023,3,2021-11-26,Russia,Italy,92,78,967,1
2023,3,2021-11-26,Venezuela,Panama,77,56,968,1
2023,3,2021-11-26,Georgia,Ukraine,88,83,969,1
2023,3,2021-11-26,Kazakhstan,Syria,84,74,970,1
2023,3,2021-11-26,Iran,Bahrain,82,66,971,1
2023,3,2021-11-26,Guinea,Central African Republic,76,71,972,1
2023,3,2021-11-26,Cape Verde,Nigeria,79,71,973,1
2022,1,2021-11-27,Bosnia & Herzegovina,Bulgaria,88,49,974,1
2022,1,2021-11-27,Germany,Montenegro,74,80,975,1
2022,1,2021-11-27,Lithuania,Denmark,76,80,976,1
2022,1,2021-11-27,Great Britain,France,56,79,977,1
2022,1,2021-11-27,Greece,Latvia,66,77,978,1
2022,1,2021-11-27,Croatia,Turkey,79,62,979,1
2022,1,2021-11-27,Czech Republic,Belgium,62,90,980,1
2022,1,2021-11-27,Netherlands,Sweden,78,76,981,1
2023,3,2021-11-27,Chile,Brazil,55,81,982,1
2023,3,2021-11-27,Uganda,Cape Verde,77,74,983,1
2023,3,2021-11-27,Colombia,Uruguay,69,82,984,1
2023,3,2021-11-27,Angola,Guinea,75,59,985,1
2023,3,2021-11-27,Panama,Venezuela,53,71,986,1
2023,3,2021-11-27,Central African Republic,Ivory Coast,64,92,987,1
2023,3,2021-11-27,China,Japan,79,63,988,1
2022,1,2021-11-28,Slovenia,Ukraine,84,73,989,1
2022,1,2021-11-28,Estonia,Russia,56,84,990,1
2022,1,2021-11-28,Israel,Spain,95,87,991,1
2022,1,2021-11-28,Finland,Georgia,85,91,992,1
2022,1,2021-11-28,Switzerland,Serbia,92,90,993,1
2023,3,2021-11-28,Canada,Bahamas,115,73,994,1
2023,3,2021-11-28,Uganda,Nigeria,69,95,995,1
2023,3,2021-11-28,Poland,Germany,69,72,996,1
2023,3,2021-11-28,Slovenia,Sweden,94,89,997,1
2023,3,2021-11-28,Estonia,Israel,69,79,998,1
2023,3,2021-11-28,Finland,Croatia,77,71,999,1
2023,3,2021-11-28,Central African Republic,Angola,48,78,1000,1
2023,3,2021-11-28,Turkey,Great Britain,84,67,1001,1
2023,3,2021-11-28,Belgium,Serbia,73,69,1002,1
2023,3,2021-11-28,Ivory Coast,Guinea,80,69,1003,1
2023,3,2021-11-28,Japan,China,73,106,1004,1
2022,1,2021-11-29,Bosnia & Herzegovina,Latvia,79,73,1005,1
2022,1,2021-11-29,Austria,Slovenia,64,77,1006,1
2022,1,2021-11-29,Lithuania,Belgium,84,71,1007,1
2022,1,2021-11-29,Bulgaria,Greece,78,84,1008,1
2022,1,2021-11-29,Great Britain,Montenegro,74,59,1009,1
2022,1,2021-11-29,Sweden,Croatia,72,87,1010,1
2022,1,2021-11-29,Denmark,Czech Republic,91,90,1011,1
2022,1,2021-11-29,France,Germany,86,74,1012,1
2022,1,2021-11-29,Netherlands,Turkey,71,73,1013,1
2023,3,2021-11-29,Bahamas,Canada,77,113,1014,1
2023,3,2021-11-29,Italy,Netherlands,75,73,1015,1
2023,3,2021-11-29,Spain,Georgia,89,61,1016,1
2023,3,2021-11-29,Montenegro,Portugal,83,69,1017,1
2023,3,2021-11-29,Bulgaria,Bosnia & Herzegovina,75,85,1018,1
2023,3,2021-11-29,Hungary,France,54,78,1019,1
2023,3,2021-11-29,Latvia,Slovakia,82,74,1020,1
2023,3,2021-11-29,Russia,Iceland,89,65,1021,1
2023,3,2021-11-29,Ukraine,North Macedonia,78,61,1022,1
2023,3,2021-11-29,Bahrain,Iran,64,100,1023,1
2023,3,2021-11-29,Syria,Kazakhstan,71,81,1024,1
2023,3,2021-11-29,Czech Republic,Lithuania,66,74,1025,1
2023,3,2021-11-29,Saudi Arabia,Jordan,72,64,1026,1
2023,3,2021-11-29,Indonesia,Lebanon,64,110,1027,1
2023,3,2021-11-29,Mexico,Puerto Rico,90,86,1028,1
2022,1,2021-11-30,Serbia,Finland,75,66,1029,1
2022,1,2021-11-30,Ukraine,Austria,70,67,1030,1
2022,1,2021-11-30,Israel,Poland,78,72,1031,1
2022,1,2021-11-30,Russia,Italy,66,70,1032,1
2022,1,2021-11-30,Switzerland,Georgia,84,91,1033,1
2023,3,2021-11-30,Mexico,USA,97,88,1034,1
2022,1,2022-02-18,Slovenia,Hungary,84,72,1035,1
2022,1,2022-02-18,Italy,North Macedonia,92,84,1036,1
2022,1,2022-02-19,Poland,Spain,88,89,1037,1
2022,1,2022-02-19,Austria,Hungary,81,83,1038,1
2022,1,2022-02-19,Georgia,Serbia,66,92,1039,1
2022,1,2022-02-19,North Macedonia,Russia,77,94,1040,1
2022,1,2022-02-19,Finland,Switzerland,92,84,1041,1
2022,1,2022-02-19,Italy,Estonia,101,105,1042,1
2022,1,2022-02-20,Montenegro,France,71,73,1043,1
2022,1,2022-02-20,Czech Republic,Lithuania,74,94,1044,1
2022,1,2022-02-20,Latvia,Bulgaria,65,66,1045,1
2022,1,2022-02-20,Croatia,Netherlands,57,65,1046,1
2022,1,2022-02-20,Germany,Great Britain,81,83,1047,1
2022,1,2022-02-20,Belgium,Denmark,88,65,1048,1
2022,1,2022-02-20,Greece,Bosnia & Herzegovina,69,84,1049,1
2022,1,2022-02-20,Turkey,Sweden,88,80,1050,1
2022,1,2022-02-20,Ukraine,Slovenia,70,65,1051,1
2022,1,2022-02-21,Hungary,Austria,81,58,1052,1
2022,1,2022-02-21,Spain,Israel,78,73,1053,1
2022,1,2022-02-21,Georgia,Finland,70,78,1054,1
2022,1,2022-02-21,Russia,Estonia,75,52,1055,1
2022,1,2022-02-21,North Macedonia,Italy,87,78,1056,1
2022,1,2022-02-21,Serbia,Switzerland,88,81,1057,1
2022,1,2022-02-22,Montenegro,Germany,82,75,1058,1
2022,1,2022-02-22,Denmark,Lithuania,76,77,1059,1
2022,1,2022-02-22,Latvia,Greece,94,97,1060,1
2022,1,2022-02-22,Hungary,Ukraine,63,97,1061,1
2022,1,2022-02-22,Turkey,Croatia,84,78,1062,1
2022,1,2022-02-22,France,Great Britain,73,94,1063,1
2022,1,2022-02-22,Belgium,Czech Republic,86,91,1064,1
2022,1,2022-02-22,Bulgaria,Bosnia & Herzegovina,61,80,1065,1
2022,1,2022-02-22,Estonia,North Macedonia,84,86,1066,1
2022,1,2022-02-22,Sweden,Netherlands,74,59,1067,1
2023,3,2022-02-24,Iceland,Italy,107,105,1068,1
2023,3,2022-02-24,Spain,Ukraine,88,74,1069,1
2023,3,2022-02-24,Bosnia & Herzegovina,Lithuania,77,78,1070,1
2023,3,2022-02-24,France,Portugal,94,56,1071,1
2023,3,2022-02-24,Jordan,Lebanon,74,63,1072,1
2023,3,2022-02-24,Bulgaria,Czech Republic,79,70,1073,1
2023,3,2022-02-24,Hungary,Montenegro,67,83,1074,1
2023,3,2022-02-24,Saudi Arabia,Indonesia,95,66,1075,1
2023,3,2022-02-24,Bahrain,Syria,64,80,1076,1
2023,3,2022-02-24,Georgia,North Macedonia,91,70,1077,1
2023,3,2022-02-24,Russia,Netherlands,80,69,1078,1
2023,3,2022-02-24,Iran,Kazakhstan,69,73,1079,1
2023,3,2022-02-24,New Zealand,India,101,46,1080,1
2023,3,2022-02-25,Brazil,Uruguay,85,66,1081,1
2023,3,2022-02-25,Cameroon,Tunisia,51,55,1082,1
2023,3,2022-02-25,Belgium,Latvia,65,66,1083,1
2023,3,2022-02-25,Serbia,Slovakia,75,63,1084,1
2023,3,2022-02-25,Senegal,Egypt,75,57,1085,1
2023,3,2022-02-25,Croatia,Sweden,64,70,1086,1
2023,3,2022-02-25,Estonia,Poland,75,71,1087,1
2023,3,2022-02-25,Finland,Slovenia,86,76,1088,1
2023,3,2022-02-25,Greece,Turkey,72,71,1089,1
2023,3,2022-02-25,Israel,Germany,67,71,1090,1
2023,3,2022-02-25,India,Philippines,64,88,1091,1
2023,3,2022-02-25,USA,Puerto Rico,93,76,1092,1
2023,3,2022-02-26,Canada,Dominican Republic,85,79,1093,1
2023,3,2022-02-26,D.R. Congo,Senegal,62,57,1094,1
2023,3,2022-02-26,Tunisia,South Sudan,64,72,1095,1
2023,3,2022-02-26,Argentina,Venezuela,58,71,1096,1
2023,3,2022-02-26,Chile,Colombia,90,76,1097,1
2023,3,2022-02-27,Bahamas,Dominican Republic,65,90,1098,1
2023,3,2022-02-27,Italy,Iceland,95,87,1099,1
2023,3,2022-02-27,North Macedonia,Georgia,65,79,1100,1
2023,3,2022-02-27,USA,Mexico,89,67,1101,1
2023,3,2022-02-27,Czech Republic,Bulgaria,83,80,1102,1
2023,3,2022-02-27,Lithuania,Bosnia & Herzegovina,77,56,1103,1
2023,3,2022-02-27,Montenegro,Hungary,84,88,1104,1
2023,3,2022-02-27,Portugal,France,56,69,1105,1
2023,3,2022-02-27,Saudi Arabia,Lebanon,68,81,1106,1
2023,3,2022-02-27,Bahrain,Kazakhstan,48,95,1107,1
2023,3,2022-02-27,Jordan,Indonesia,94,64,1108,1
2023,3,2022-02-27,South Sudan,Cameroon,74,68,1109,1
2023,3,2022-02-27,Iran,Syria,80,68,1110,1
2023,3,2022-02-27,Egypt,D.R. Congo,62,51,1111,1
2023,3,2022-02-27,New Zealand,Philippines,88,63,1112,1
2023,3,2022-02-27,Australia,Japan,80,64,1113,1
2023,3,2022-02-27,Argentina,Panama,65,58,1114,1
2023,3,2022-02-28,Brazil,Colombia,119,73,1115,1
2023,3,2022-02-28,Germany,Israel,84,80,1116,1
2023,3,2022-02-28,Sweden,Croatia,98,105,1117,1
2023,3,2022-02-28,Latvia,Belgium,68,63,1118,1
2023,3,2022-02-28,Poland,Estonia,70,68,1119,1
2023,3,2022-02-28,Slovakia,Serbia,63,71,1120,1
2023,3,2022-02-28,Turkey,Greece,67,76,1121,1
2023,3,2022-02-28,Slovenia,Finland,79,83,1122,1
2023,3,2022-02-28,India,New Zealand,60,95,1123,1
2023,3,2022-03-01,Chile,Uruguay,67,78,1124,1
2022,2,2022-06-16,Estonia,Finland,72,76,1125,1
2022,2,2022-06-17,Estonia,Finland,74,74,1126,1
2022,2,2022-06-17,South Korea,Philippines,96,92,1127,1
2022,2,2022-06-18,South Korea,Philippines,106,102,1128,1
2022,2,2022-06-21,Egypt,Jordan,58,45,1129,1
2022,2,2022-06-22,Latvia,Lithuania,70,52,1130,1
2022,2,2022-06-23,Portugal,Slovakia,73,80,1131,1
2022,2,2022-06-23,Uganda,Jordan,66,78,1132,1
2022,2,2022-06-24,Slovakia,Ukraine,61,75,1133,1
2022,2,2022-06-24,Tunisia,Ivory Coast,73,64,1134,1
2022,2,2022-06-25,Italy,Slovenia,71,90,1135,1
2022,2,2022-06-25,Portugal,Ukraine,77,76,1136,1
2022,2,2022-06-25,Belgium,Netherlands,73,71,1137,1
2022,2,2022-06-25,Tunisia,Ivory Coast,80,67,1138,1
2022,2,2022-06-25,Egypt,Uganda,89,59,1139,1
2022,2,2022-06-26,Lithuania,Latvia,98,62,1140,1
2023,3,2022-06-30,Uruguay,Brazil,60,73,1141,1
2023,3,2022-06-30,Venezuela,Argentina,66,69,1142,1
2023,3,2022-06-30,Belgium,Slovakia,102,59,1143,1
2023,3,2022-06-30,Poland,Israel,90,85,1144,1
2023,3,2022-06-30,Slovenia,Croatia,97,69,1145,1
2023,3,2022-06-30,Greece,Great Britain,93,71,1146,1
2023,3,2022-06-30,Latvia,Serbia,66,59,1147,1
2023,3,2022-06-30,Estonia,Germany,57,88,1148,1
2023,3,2022-06-30,Finland,Sweden,85,69,1149,1
2023,3,2022-06-30,Australia,China,76,69,1150,1
2023,3,2022-06-30,Philippines,New Zealand,60,106,1151,1
2023,3,2022-07-01,Dominican Republic,Canada,75,95,1152,1
2023,3,2022-07-01,Iceland,Netherlands,67,66,1153,1
2023,3,2022-07-01,Angola,Ivory Coast,73,75,1154,1
2023,3,2022-07-01,Tunisia,Cameroon,65,54,1155,1
2023,3,2022-07-01,Egypt,Senegal,76,43,1156,1
2023,3,2022-07-01,Lebanon,Jordan,89,70,1157,1
2023,3,2022-07-01,Czech Republic,Bosnia & Herzegovina,93,81,1158,1
2023,3,2022-07-01,Spain,North Macedonia,80,44,1159,1
2023,3,2022-07-01,Montenegro,France,70,69,1160,1
2023,3,2022-07-01,Central African Republic,Guinea,61,56,1161,1
2023,3,2022-07-01,Kazakhstan,Iran,68,60,1162,1
2023,3,2022-07-01,Bulgaria,Lithuania,70,72,1163,1
2023,3,2022-07-01,Hungary,Portugal,69,68,1164,1
2023,3,2022-07-01,Ukraine,Georgia,79,66,1165,1
2023,3,2022-07-01,Syria,Bahrain,67,76,1166,1
2023,3,2022-07-01,Indonesia,Saudi Arabia,67,69,1167,1
2023,3,2022-07-01,Nigeria,Cape Verde,70,79,1168,1
2023,3,2022-07-01,Japan,Australia,52,98,1169,1
2023,3,2022-07-01,Colombia,Chile,67,66,1170,1
2023,3,2022-07-02,Senegal,D.R. Congo,60,72,1171,1
2023,3,2022-07-02,Ivory Coast,Central African Republic,73,63,1172,1
2023,3,2022-07-02,South Sudan,Tunisia,75,61,1173,1
2023,3,2022-07-02,Guinea,Angola,65,85,1174,1
2023,3,2022-07-02,Cape Verde,Uganda,87,78,1175,1
2023,3,2022-07-02,Puerto Rico,USA,75,83,1176,1
2023,3,2022-07-03,Uruguay,Chile,75,65,1177,1
2023,3,2022-07-03,Panama,Argentina,77,88,1178,1
2023,3,2022-07-03,Cameroon,South Sudan,56,67,1179,1
2023,3,2022-07-03,Guinea,Ivory Coast,56,65,1180,1
2023,3,2022-07-03,D.R. Congo,Egypt,52,80,1181,1
2023,3,2022-07-03,Croatia,Finland,79,81,1182,1
2023,3,2022-07-03,Israel,Estonia,96,77,1183,1
2023,3,2022-07-03,Angola,Central African Republic,76,60,1184,1
2023,3,2022-07-03,Germany,Poland,93,83,1185,1
2023,3,2022-07-03,Slovakia,Latvia,60,93,1186,1
2023,3,2022-07-03,Great Britain,Turkey,71,85,1187,1
2023,3,2022-07-03,Sweden,Slovenia,81,84,1188,1
2023,3,2022-07-03,Nigeria,Uganda,91,72,1189,1
2023,3,2022-07-03,Philippines,India,79,63,1190,1
2023,3,2022-07-03,China,Australia,48,71,1191,1
2023,3,2022-07-04,Dominican Republic,Bahamas,88,80,1192,1
2023,3,2022-07-04,France,Hungary,81,40,1193,1
2023,3,2022-07-04,Lebanon,Saudi Arabia,90,60,1194,1
2023,3,2022-07-04,Bosnia & Herzegovina,Bulgaria,76,73,1195,1
2023,3,2022-07-04,Portugal,Montenegro,62,77,1196,1
2023,3,2022-07-04,Netherlands,Italy,81,92,1197,1
2023,3,2022-07-04,Serbia,Belgium,73,74,1198,1
2023,3,2022-07-04,Lithuania,Czech Republic,72,83,1199,1
2023,3,2022-07-04,North Macedonia,Ukraine,68,73,1200,1
2023,3,2022-07-04,Syria,Iran,56,91,1201,1
2023,3,2022-07-04,Georgia,Spain,82,76,1202,1
2023,3,2022-07-04,Kazakhstan,Bahrain,51,62,1203,1
2023,3,2022-07-04,Indonesia,Jordan,52,77,1204,1
2023,3,2022-07-04,Colombia,Brazil,104,98,1205,1
2023,3,2022-07-05,Puerto Rico,Mexico,97,87,1206,1
2023,3,2022-07-07,Ukraine,Spain,76,77,1207,1
2022,2,2022-08-04,Slovenia,Netherlands,83,76,1208,1
2022,2,2022-08-04,Lithuania,Estonia,84,70,1209,1
2022,2,2022-08-04,Finland,Belgium,71,75,1210,1
